index,Country,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services,Male to female births,Gender enrolment ratio pre-primary,Gender enrolment ratio primary,Gender enrolment ratio secondary,Youth unemployment rate gender ratio,At least some secondary education gender ratio,Total unemployment rate gender ratio,Share of female employment in nonagriculture,Share of seats held by women in parliament,Share of seats held by women in local government,Share of hour women spent on unpaid domestic chores and care work,Time spent on unpaid domestic chores and care work gender ratio,Old-age pension recipients gender ratio,Share of women married by age 18,Share of female in STEM tertiary education programs,Share of female STEM tertiary education graduates,Female share of employment in senior and middle management,Women with account at financial institution or with mobile money-service provider,Days of mandatory paid maternity leave,Share of violence against women ever experienced by intimate partner,Share of violence against women ever experienced by nonintimate partner,Share of skilled labour force,Ratio of education and health expenditure to military expenditure,Gender Inequality Index,GII Rank,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male
9680956,Morocco,0.686,76.68,13.72117,5.648,7368.360268,121,0.8346114320282836,5,0.6121883175012319,0.7335009970010642,77.895,75.423,13.28992,14.1454,4.684,6.638,2974.8406331816655,11831.241566373561,97.4,98.04,32.39562931,50.8886,113.87658,80.2262,35.93593,7.01331,78.80116,..,87.46319,0.270274798,-3.07422,12289,64.8039,61.1112,12.978829600601394,7.308,10,26.80065,79,89.5,359.3878861,367.7273526,376.5968892,47.538,100.0,70,39,1.06,0.8567176173555914,0.9603880540199305,0.9149717907994553,1.0442725025180846,0.8091280322695615,1.2147189176580357,16.80205,18.44660194,20.87,20.83333,6.976745665765829,..,13.7,17.75364,45.3156,..,16.80644608,98,..,..,18.68,3.375816,0.454,111,70,31.034,18.44660194,29.08900478,35.95105301,21.469,70.139
9680957,Guyana,0.682,69.91,11.43113,8.489781305,9455.014358,121,0.9611117542052663,2,0.6615854206778344,0.6883543123711902,73.095,66.927,11.59386,11.2684,8.8962,7.9727,5358.5353652353315,13512.254667094263,97.03701,96.33186,64.18,..,..,..,..,7.81281,87.77537,5.88842,79.08176,2.005580212,-17.02608,287,37.3258,..,13.283435746963812,8.023,17.1,23.1645,..,..,..,..,..,25.513,90.01043,..,..,1.05,..,..,..,1.6437051839661456,1.2565556343019135,1.565876288659794,41.4211,31.88405797,..,..,..,..,30.2,5.15988,27.20307,38.47,..,91,..,..,41.2971,6.654137,0.462,115,169,74.382,31.88405797,70.92,56.44,43.943,68.476
9680958,Iraq,0.674,70.6,11.27,7.316,10800.83898,123,0.7744031901700815,5,0.5658051454480564,0.730633799847582,72.652,68.565,10.35037277,12.18962723,5.9939,8.6381,2426.974324870281,18975.23144750912,92.1,94.9,48.02,..,..,..,..,..,..,..,76.37386,0.936311452,..,892,49.36,51.2353,13.494275222226237,7.079,13.2,16.95545,..,..,..,..,..,19.793,99.9,59,41,1.07,..,..,..,2.8592176697137024,0.6992215145081387,3.0153724090052565,10.84106,25.22796353,25.69,..,..,..,27.9,..,..,..,19.50482178,98,..,..,28.2951,..,0.577,146,79,71.733,25.22796353,39.52,56.52,11.619,74.228
9680959,El Salvador,0.673,73.32,11.6908,6.907268,8359.115144,124,0.974571097002244,2,0.661864808292401,0.6791344524050424,77.842,68.455,11.51648,11.69118,6.6217,7.308234352,6471.330381380315,10500.933724028118,98.21068,97.72745,42.8187919,66.69644,94.82711,71.66179,29.37193,16.731,85.55496,3.60075,77.17888,0.660364918,-2.08527,1677.3,33.8207,32.7032,13.447068611870483,15.662,12,26.89473,23.2,42.8,..,..,..,34.191,100.0,..,..,1.05,1.0238013332945042,0.9683019147649691,0.9934272943026861,1.286324293133295,0.8612385901589992,0.7961726746773475,48.70322,30.95238095,32.44,20.21275,2.875507875628798,..,25.5,8.9396,23.1384,43.13,24.37995911,112,14.3,..,41.0821,10.4208,0.383,85,46,69.459,30.95238095,39.9476,46.38389461,45.32,75.74
9680960,Tajikistan,0.668,71.1,11.6618,10.7337,3953.598166,126,0.8232389133060175,5,0.5861308427228551,0.7119814591477849,73.389,68.935,10.72996904,12.59363096,10.21019471,11.26358904,1439.8817790751436,6427.247182263189,99.9,99.86,94.52945,9.9137,100.85744,..,31.25656,1.04322,97.42057,5.23139,56.64275,2.940354798,-6.60222,1035,21.96,..,11.098164080225747,21.026,46.7,22.30051,..,..,..,..,..,41.752,99.33723,48,..,1.07,0.8654743566296047,0.988642910649051,..,0.9518804788387218,0.9748278250726135,0.851839149446969,27.29389,20,..,..,..,..,8.7,..,..,..,42.13079453,140,26.4,..,80.0727,9.954844,0.314,70,17,57.076,20,93.32986,95.73984,31.284,52.834
9680961,Cabo Verde,0.665,72.98,12.7042,6.287719287,7019.168144,125,0.9739662240966888,2,0.6545768848399539,0.6720734956153592,76.197,69.526,13.00302,12.41752,6.025999125,6.573896076,5452.9906479510455,8573.226368897505,98.73018,97.58501,30.09821518,73.2327,104.02797,88.15511,23.61651,9.93861,74.2279,5.17322,116.2145,2.8483366219999997,-26.86807,710,58.1714,56.9389,12.373239535172853,7.814,21,21.07361,15.9,100,..,..,..,35.168,96.90005,..,..,1.03,1.0076891213811223,0.9342073203620936,1.1031068202691006,1.2779935145522239,0.9212106047366936,0.8944500661633066,47.07104,23.61111111,28.36,..,..,0.7120000000000001,18,10.60109,42.35808,..,..,60,12.6,..,59.77,19.22515,0.397,89,58,73.759,23.61111111,28.77587928,31.23702564,53.342,67.556
9680962,Guatemala,0.663,74.3,10.75268,6.62261,8494.085111,128,0.9408023574909885,3,0.6387612437416272,0.678953702289958,77.151,71.382,10.60754,10.89782,6.55726,6.68453,5450.890266205334,11629.200432786105,93.26925,95.48186,38.11300714,50.74465,101.90262,52.72243,21.78329,15.04055,78.40676,2.92707,45.86558,0.45741903700000003,..,1781,65,..,13.324082643397606,3.549,4.4,20.26228,9.1,44,..,..,..,37.543,93.6177,56,..,1.05,1.0151354617874258,0.9742016850121588,0.9533056449774545,2.0283190439075085,1.0280265237712334,1.716297786720322,43.08345,19.375,10.59,19.48273,7.477912925995156,0.5,29.5,5.43075,34.6914,34.5,42.08628082,84,21.2,..,18.1558,23.70432,0.479,119,95,70.93,19.375,38.60151499,37.54914304,39.914,86.345
9680963,Nicaragua,0.66,74.49,12.31796,6.912,5283.658869,127,1.0116483043853537,1,0.663132625036764,0.6554971941950348,77.982,70.944,12.58334892,12.05257108,7.18,6.62,4655.592013507525,5929.936054527741,93.60194,89.64283,47.77025701,..,..,..,..,..,..,4.33953,95.07565,0.644289773,..,1256,27.863,..,12.739032196382139,9.775001,9.3,30.21638,..,..,..,..,..,40.87,71.3512,52,..,1.05,..,..,..,1.478382636093121,1.0356059831476507,0.9667917990181922,51.07386,44.56521739,..,..,..,..,35.2,..,..,53.68,24.79252815,84,22.5,..,30.5014,20.84057,0.428,101,98,84.99,44.56521739,48.46432692,46.79803681,49.669,84.232
9680964,Bhutan,0.654,71.78,12.982658,4.0738,10745.84396,131,0.9207884717094357,4,0.6256728389099055,0.6794968205328955,72.176,71.405,13.46645,12.75028,3.25487,4.79342,8117.425112566683,13069.455203925589,92.89112,93.27016,27.62122,34.44237,100.13968,90.09468,15.55451,11.27721,84.76808,6.64043,86.71172,6.9787129210000005,-32.72076,274,48.1064,..,13.579356170244484,4.242,17.4,34.66868,51.6,77,..,..,..,71.479,100.0,36,..,1.04,1.010905002219881,1.0016569383130032,1.1298895764707464,1.5046984655644107,0.7418130372467724,1.8264840182648403,32.85544,15.27777778,10.62,15,2.5411755139103946,..,25.8,..,..,..,27.68187904,56,15.1,5.8,19.47,..,0.421,99,183,20.184,15.27777778,23.27543,31.37641,58.862,73.442
9680965,Namibia,0.646,63.71,12.63338796,6.99,9356.673607,129,1.0074694396634725,1,0.6475920209051799,0.6427907342990936,66.516,60.685,12.72877592,12.538,7.33,6.686,8481.910046324589,10287.011618241213,96.19844,94.10937,41.19870317,34.20079,124.24839,..,22.88816,15.85839,77.57046,3.10315,83.47556,4.311874381,-3.06712,1499,51,..,12.962355151591309,4.182,27,25.09173,..,..,..,..,..,31.02,35.52086,..,..,1.01,1.0361095284957098,0.9665185474525405,..,1.0733390854184641,0.9657915461983039,0.9443538328696153,50.89239,36.95652174,45.09,..,..,..,6.9,7.70878,42.49578,48.24,80.66267395,84,26.7,..,66.6696,2.734299,0.44,106,195,63.627,36.95652174,40.56738384,42.0042855,56.089,63.331
9680966,India,0.645,69.66,12.16229,6.5,6681.346904,130,0.820249849906372,5,0.5731806392673903,0.6987878624212079,70.95,68.464,12.63835,11.73363,5.402907118,8.717657279,2330.548965189669,10702.271240626238,90.16941,92.99297,39.33627898,13.73929,112.95786,75.16113,28.06055,8.76045,95.12065,3.84467,40.01854,0.377244586,-0.85494,17423,34.45,..,14.478381266696639,8.571,5.3,32.74955,..,..,..,..,..,74.27,92.92934,..,..,1.1,0.9209686502721982,1.1472457973266215,1.0374482702127819,1.0674785472826558,0.5889807443695992,0.9715930189379873,15.86171,13.48600509,44.37,..,..,..,27.3,26.93171,42.73444,13.71,76.63963318,182,28.8,..,21.2031,3.071149,0.488,123,133,13.177,13.48600509,27.6706,47.0304,20.524,76.081
9680967,Honduras,0.634,75.27,10.06014,6.573452,5308.452598,132,0.9782329745382843,1,0.6247172448363683,0.6386180604177939,77.551,72.96,10.49096,9.64128,6.58037,6.51738,4172.7351092112085,6446.06575066338,98.1851,94.89199,30.97960906,41.14676,91.53496,52.17891,26.16422,17.30883,84.76454,6.0812,96.61335,0.39947191299999996,-1.42478,851,31.7,..,12.55476070484507,3.089,6.4,25.59773,16.1,..,..,..,..,41.39,81.09082,..,..,1.05,1.0169486998277808,0.9993775862008708,1.1482406394213782,2.0968347639484977,1.0880448876693374,1.59630727148393,48.47002,21.09375,27.9,17.29571,4.009269969610077,..,33.6,9.14483,37.78616,47.47,40.95068741,84,27.8,..,28.1859,8.398202,0.423,100,65,72.912,21.09375,32.20528,29.59922,51.987,85.927
9680968,Bangladesh,0.632,72.59,11.59809,6.219339024,4976.209148,134,0.9040424485079425,4,0.5962269703497778,0.6595121405347811,74.595,70.877,11.97632,11.23635,5.66014,6.94926,2873.3331964878203,7030.603912802952,94.91259,91.80372,43.9803235,40.81816,116.46634,72.6906,20.56507,33.79904,92.95724,1.98602,36.7593,1.34048725,-1.16631,1026,15,5.09841,13.43970137588688,5.809,7.9,30.05459,4.1,35.3,..,..,..,55.25,78.26703,55,..,1.05,1.0398827281246692,1.0747106667159143,1.1620888779614653,1.4993680116674768,0.8381357098283734,1.8765880217785842,20.65593,20.63037249,25.21,..,..,..,58.6,8.24175,20.55313,11.48,35.83634567,112,54.2,3,25.7996,3.452072,0.537,133,173,82.962,20.63037249,39.83654,47.52994,36.26,81.366
9680969,Kiribati,0.63,68.37,11.801993,7.984461822,4259.732067,133,..,..,..,..,72.342,64.248,12.193886,11.4101,..,..,..,..,..,..,0,..,101.30461,..,..,..,94.34718,..,98.39241,2.569596789,..,7.1,14.5818,..,11.873558317218702,2.039,18.6,25.48855,..,..,..,..,..,..,100.0,..,..,1.06,..,1.0713070285250796,..,..,..,..,..,6.52173913,..,..,..,..,20.3,..,..,..,..,84,67.6,9.8,48.3079,..,..,..,92,16.177,6.52173913,..,..,..,..
9680970,Sao Tome and Principe,0.625,70.39,12.68717,6.436763183,3952.072482,135,0.9061817327646717,4,0.5896476200313234,0.65069466610452,72.814,67.98,12.79504,12.5793,5.75599999,7.147438095,2462.347011354873,5439.389163284444,97.85418,97.71246,40.801824,50.30805,106.79154,89.33812,13.38452,7.30803,81.03932,5.14907,..,1.010899487,..,33.4,29.9312,..,12.195665274324853,0.531,29,31.15842,..,..,..,..,..,48.114,55.7417,..,..,1.03,1.0932308822865837,0.9673624624419344,1.1557420572024657,2.009749920861032,0.6878417656834388,2.2965199253485564,37.09642,14.54545455,..,..,..,..,35.4,..,..,..,..,98,27.9,..,..,..,0.537,133,130,94.61,14.54545455,31.51726344,45.82051427,41.421,74.37
9680971,Micronesia (Federated States of),0.62,67.88,11.54947988,7.804956,3982.736516,136,..,..,..,..,69.596,66.232,..,..,..,..,..,..,..,..,0,31.44008,97.17474,..,..,..,..,12.4595,100.8515,2.476826429,..,19.2,35.3041,..,11.62215955694359,1.77,..,19.7106,..,..,..,..,..,..,78.73943,..,..,1.06,0.8881387212350015,0.9759488618132984,..,..,..,..,..,0,1.48,..,..,..,..,..,..,18.19,..,..,32.8,8,64.997,..,..,..,88,13.924,0,..,..,..,..
9680972,Lao People's Democratic Republic,0.613,67.92,10.98724,5.288,7413.33163,137,0.9272958520115007,3,0.589351761265136,0.6355595789485173,69.746,66.142,10.67783,11.29005,4.876,5.728,5800.89883286004,9012.951084760241,90.50107,94.40438,40.54689158,46.68268,102.36099,67.36178,14.96676,17.82905,71.85173,2.93781,75.09189,0.673342674,-4.12168,3770,25.5104,..,11.979633108699527,3.726,15,22.33717,..,..,..,..,..,80.054,97.07656,16,58,1.05,1.0261507817095097,0.9622740415478295,0.9337597291470375,0.8807692307692307,0.7601068910125077,0.8343108504398825,46.64285,27.51677852,32.22,13.6038,1.3518928168955298,..,32.7,12.78747,28.95031,23.37,31.87420273,105,15.3,5.3,34.2056,29.66721,0.459,113,185,65.41,27.51677852,35.14817308,46.24109253,76.744,80.213
9680973,Eswatini (Kingdom of),0.611,60.19,11.8430625,6.855161078,7919.058294,139,0.9961132764441478,1,0.6086930803704669,0.6110681332783103,64.845,56.007,11.80466576,11.88145924,6.3395,7.1562,7011.290620386142,8863.203451831794,96.69525,94.29769,33.82,..,115.16014,82.41221,..,15.62566,75.71931,7.12767,84.41334,2.814141256,-34.42969,782,47,..,13.128713763168665,3.285,21,26.59621,15.6,69.3,..,..,..,32.637,70.18459,..,..,1.03,..,0.920205058071295,0.994625985821858,1.1187359633402145,0.9250295159386068,1.1466996219831347,47.98631,12.12121212,14.21,..,..,..,5.3,..,..,54.64,27.41395187,14,..,..,17.9065,7.984676,0.567,143,437,76.695,12.12121212,31.34,33.88,48.527,56.78
9680974,Ghana,0.611,64.07,11.48333,7.306,5268.919684,138,0.9109915648306125,4,0.5817628176089469,0.6386039564670595,65.177,62.991,11.37626,11.58548,6.586,8.094,4073.323557288521,6432.383646059419,92.20855,92.761,63.08,114.54705,104.84141,64.57235,15.69177,18.41272,86.77214,3.98944,71.37819,1.534559175,-0.37029,897,39,..,12.201565483361176,1.359,9,26.99486,8.4,19.9,..,..,..,68.701,67.34917,36,..,1.05,1.0173496192012983,1.0138602320726766,0.9988518563461481,0.9653912295786757,0.7781143892777334,1.0588235294117647,51.17313,13.09090909,3.8,14.44444,4.078426279128208,..,20.5,7.88201,19.76201,26.56,53.72341919,84,24.4,4,28.5341,17.12728,0.538,135,308,66.611,13.09090909,55.74,71.63471177,63.629,71.891
9680975,Vanuatu,0.609,70.47,11.73391,7.064846,3104.799016,140,..,..,..,..,72.154,68.985,11.4893916,11.9784284,..,..,2406.473211020997,3783.861357725856,96.59661,95.97657,0,90.19299,109.29187,54.20477,..,28.54799,71.41363,4.69537,97.94714,1.08209229,..,116,25.7198,..,11.996101456254904,1.653,..,26.56507,..,..,..,..,..,70.417,51.105109999999996,44,..,1.07,0.9686233782230116,0.9737010286105806,1.0269093158485387,1.072345940850713,..,1.2356047271812924,44.18073,0,9.45,..,..,..,21.4,..,..,28.54,..,84,60,33,10.1264,..,..,..,72,49.437,0,..,..,60.956,78.781
9680976,Timor-Leste,0.606,69.5,12.616098,4.794383,4440.457586,141,0.9421233539451456,3,0.5866635569489179,0.6227035499038016,71.635,67.492,12.20868199,13.02351401,3.772852818,5.628217374,4486.467060506549,4395.4263039822745,84.65051,82.45848,0,22.7661,115.30781,83.61746,..,17.04982,96.79694,4.12844,63.00655,0.6509068379999999,..,75,27.4927,..,12.682925723835858,7.224,59,26.94886,..,..,..,..,..,67.655,79.24554,..,..,1.05,1.012788507183894,0.9648537587459074,1.08373512212939,1.5265069703514627,..,1.9350690087829359,47.52437,38.46153846,3.95,..,..,1.133492252681764,14.9,..,..,..,..,84,58.8,13.9,28.255,9.88476,..,..,142,33.785,38.46153846,..,..,61.882,72.721
9680977,Nepal,0.602,70.78,12.75613,5.014,3456.706213,143,0.9330560412052775,3,0.5813005109276849,0.6230070705900885,72.208,69.259,12.95195,12.55864,4.34,5.766,2910.3344247483415,4108.391532345192,90.88347,94.03428,36.21218287,87.42785,142.14347,80.17992,12.41086,26.45056,94.54101,5.16365,54.92592,1.7155684409999998,-7.66213,1173,34,..,13.45873120228629,7.486,3,19.74396,..,..,..,..,..,78.415,93.46991,27,..,1.07,0.9092860542437586,1.0186590955102013,1.0730396908482287,0.6026739801165582,0.6628974617300725,0.7315598548972189,40.25237,33.53293413,40.96,..,..,..,39.5,..,..,13.9,41.60002136,60,25,..,41.8908,6.896087,0.452,110,186,65.121,33.53293413,29.27355191,44.16,82.8,85.104
9680978,Kenya,0.601,66.7,11.33941359,6.564,4243.62556,141,0.9369174631602027,3,0.5809095096352483,0.6200220750244668,69.049,64.313,10.96395329,11.7148739,5.958,7.19,3665.5203406435126,4829.016254797734,88.08,87.59,35.2,75.75718,103.20534,..,11.46471,6.99607,80.69212,5.32024,33.40144,1.9873978330000002,-1.72954,1364,17.8271,13.451,12.41871726946976,1.565,14,30.65055,..,..,..,..,..,51.3,71.67698,..,..,1.03,0.973583346338741,1.0037039816176432,..,1.0122290161200667,0.7996998445623626,1.1244979919678713,42.41045,23.26139089,33.54,..,..,..,22.9,11.19419,30.72713,..,77.74636841,90,40.7,..,40.5334,7.899197,0.518,126,342,75.078,23.26139089,29.84,37.314,72.128,77.345
9680979,Cambodia,0.594,69.82,11.46772,4.966,4246.178107,144,0.9220299894870252,4,0.5699984425937561,0.6181994610727107,71.909,67.538,11.00490454,11.93053546,4.232,5.784,3696.9465299984354,4822.150940034135,92.57328,91.86412,22.42,23.82233,107.41485,..,13.68776,16.49545,74.44704,2.16286,123.5565,0.477049705,..,6201,40,40,12.444139855015447,1.927,9,41.7035,..,..,..,..,..,50.279,88.97128000000001,26,..,1.05,1.041298186499429,0.9760037480399986,..,1.199203187250996,0.5343523713696652,1.5259259259259257,46.80295,19.2513369,16.93,..,..,0.1485148514851485,18.5,6.01601,16.67996,20.15,21.52639389,90,20.9,3.8,14.3237,5.177849,0.474,117,160,50.177,19.2513369,15.08,28.22107809,76.305,88.871
9680980,Equatorial Guinea,0.592,58.74,9.73494,5.910863,13944.13223,145,..,..,..,..,59.918,57.743,..,..,4.194548476,7.627197168,9949.425182528257,17135.131709982084,98.29817,97.69076,..,43.36199,61.77515,..,..,27.93064,83.64917,..,107.3813,16.78608776,..,..,26.24,..,13.288940273436134,4.017,21,23.22706,..,..,..,..,..,77.29,6.609483,..,..,1.03,1.0194913174532438,0.9940860865016378,..,0.9197327044025156,..,0.9402463129086209,36.56174,19.18604651,26.85,..,..,..,29.5,..,..,..,..,84,56.9,..,..,..,..,..,301,155.622,19.18604651,..,..,54.775,67.073
9680981,Zambia,0.584,63.89,11.478083,7.152016,3325.518591,145,0.9582216057295521,2,0.5686332341214099,0.5934256029308325,66.891,60.848,10.68659316,11.60308777,6.28305,8.175592,3379.5486591531676,3270.4217190716495,91.62819,92.55964,44.43952351,7.5651,98.71552,..,..,44.51099,89.10304,4.66738,70.03503,0.95318691,..,1072,14.3,13.1725,12.823990667589925,11.867,20,42.05996,5.8,..,..,..,..,78.134,10.968,..,..,1.03,1.0780740293261575,1.024203507570484,..,1.0790291262135923,0.7118501308900165,1.1473980309423348,42.83757,17.96407186,7.14,..,..,0.21656050955414013,29,..,..,40.26,40.27887726,98,45.9,..,39.1038,6.282557,0.539,137,213,120.112,17.96407186,38.48815291,54.06777528,70.37,79.076
9680982,Myanmar,0.583,67.13,10.67024,5.034490583,4960.528169,148,0.9537085156338573,2,0.564455556447436,0.5918533254075911,70.119,64.046,10.86946,10.46915,5.0424,4.8644,3174.166786321113,6881.05459096349,84.41379,85.11967,25.83254076,8.53093,112.30667,68.43682,18.81594,25.20767,83.86754,1.9726,60.68899,0.140618761,-1.09742,3551,30.6782,..,12.398450720547395,6.77,10.4,24.3599,0.2,5.9,..,..,..,59.059,54.8224,..,..,1.03,1.0184967870763815,0.9555035769107426,1.0869105821194727,1.4864457831325302,1.2240204429301533,1.6739305891848262,44.39509,11.56773212,..,..,..,..,16,31.00917,60.76428,34.14,25.97871208,98,17.3,..,28.0812,2.104559,0.478,118,250,28.509,11.56773212,28.74,23.48,47.497,77.361
9680983,Angola,0.581,61.15,11.777202,5.173993233,6104.05464,145,0.9029466186297173,4,0.5517554932674117,0.611061032716129,64.039,58.416,11.0225,12.6868,4.0227,6.3593,5205.048602894426,7022.2310437333845,70.58513,84.86238,30.23189851,39.61102,113.47796,50.67148,9.33626,68.12715,..,..,66.37801,2.1036065809999998,..,218,14.3391,20.1973,12.799602491328898,2.146,..,50.02951,2.7,16.7,..,..,..,65.995,3.8150699999999995,..,..,1.03,0.8907063376274191,0.874126838193563,0.643338283065199,0.9063206761099869,0.6078680967424503,1.016398243045388,44.16725,30,..,..,..,..,30.3,9.86608,38.41584,..,22.33164597,90,34.8,..,10.2735,1.464104,0.536,132,241,150.526,30,23.13283672,38.05568485,76.136,78.913
9680984,Congo,0.574,64.57,11.72662,6.517170529,2879.190985,149,0.9287048686764577,3,0.5552743030084399,0.5979017896178236,66.023,63.082,11.56237302,11.89086698,6.141,7.465,2499.84489892729,3259.3541022037284,78.74231,85.34165,48.81725696,..,..,..,12.66688,..,81.49583,3.63639,112.2509,7.474052636000001,-23.39552,156,8.65,..,12.861039900547555,1.645,..,44.442,..,..,..,..,..,75.978,20.18958,45,..,1.03,..,..,..,0.9323328662477964,0.9100116867939227,1.140133137763737,49.08039,13.63636364,..,..,..,..,27.3,7.54322,20.80925,..,20.9935627,105,..,..,..,2.012746,0.57,144,378,112.229,13.63636364,46.72,51.34,67.532,71.396
9680985,Zimbabwe,0.571,61.49,10.968732,8.4668,2665.612042,150,0.9314420323434203,3,0.5499146292708216,0.5903906095876823,62.899,59.798,10.45338009,11.48408391,8.06557,8.923,2374.612206777153,2984.8964398326293,93.18835,87.59186,64.93523,..,..,..,10.00655,23.07312,94.20209,4.60449,50.00536,2.808083702,-12.13277,2580,27.0555,14.5812,12.25321789019268,2.096,17,36.4082,..,..,..,..,..,64.739,19.99775,..,..,1.02,..,..,..,1.2685610809304915,0.8447219087841203,1.2312203925107152,45.46374,34.57142857,11.98,..,..,..,33.7,20.94976,28.79315,..,51.66492462,98,37.6,..,63.5345,6.350728,0.527,129,458,86.135,34.57142857,59.79201,70.78307,78.106,88.993
9680986,Solomon Islands,0.567,73,10.22041433,5.711848,2253.346153,151,..,..,..,..,74.866,71.3,9.738628668,10.7022,..,..,1974.2861696347181,2523.11211204423,..,..,..,84.07077,106.20649,..,..,41.70777,81.94794,..,98.39379,0.37801031,..,27.9,11.9242,..,10.931254027861282,1.937,14,25.41046,..,12,..,..,..,65.677,63.544540000000005,..,..,1.07,1.018263278001303,0.9960938880305542,..,1.5377358490566038,..,1.064400715563506,48.6546,4.081632653,..,..,..,..,21.3,..,..,25.08,..,84,63.5,18,18.6947,..,..,..,104,78.003,4.081632653,..,..,82.096,85.551
9680987,Syrian Arab Republic,0.567,72.7,8.8501,5.1,3613.05256,152,0.8286868100101272,5,0.4916543958751668,0.5932933768659336,78.103,67.941,8.8955,8.8047,4.6297,5.6,988.6538926856766,6225.4964702238985,..,..,40.96,..,..,..,40.05115,6.83629,9.96292,..,..,5.084013688,..,5070,34.2534,..,13.523852514988821,12.874,14,..,..,..,..,..,..,32.43,69.45766,..,..,1.05,..,..,..,2.833690348684993,0.8558517015586092,3.5245263870094723,14.63401,13.2,7.09,..,..,..,13.3,19.24353,49.50636,..,19.58799934,120,..,..,..,2.154229,0.482,122,31,38.592,13.2,37.12,43.372,14.446,74.119
9680988,Cameroon,0.563,59.29,12.10426,6.310862,3580.902737,153,0.8640198431210152,5,0.5214027138081596,0.6034615037598524,60.561,58.029,11.33539,12.8645,4.727346098,8.02019269,2972.6268320164904,4189.015572365627,82.41,87.72,37.27383201,34.46434,103.40212,60.05816,12.76025,61.97764,89.43429,3.14529,40.55391,1.95426099,-7.67797,1081,23.203,19.2,12.495691614107985,0.881,13,44.83412,..,23.1,..,..,..,73.562,23.03357,..,..,1.03,1.019453992203404,0.9016213381904485,0.8579635453838123,1.1896390499345426,0.7899409840825969,1.315217391304348,43.05796,29.28571429,25.33,14.55068,3.074453227179854,..,31,16.07265,32.27844,..,30.0303688,98,51.1,5,19.8818,5.991144,0.56,141,529,105.8,29.28571429,32.66160371,41.34689093,71.108,81.1
9680989,Pakistan,0.557,67.27,8.27594,5.158944258,5005.034893,154,0.744749566275391,5,0.45595493714862756,0.6122258512065062,68.287,66.337,7.57943,8.92168,3.83113,6.25061,1392.5472468310693,8412.34548050613,67.53713,81.26352,37.31900721,83.14242,94.3282,42.67466,8.95842,29.59081,89.64781,2.89952,30.43821,1.50438585,..,966,15.51,9.49437,13.146492525413112,9.801,6.3,44.0773,..,..,..,..,..,55.483,54.39318000000001,35,..,1.09,0.8730249805232253,0.8444069768445264,0.852389665937544,0.9358419358419358,0.6038002218161239,1.344869021869743,11.01821,20,16.85,..,..,..,18.3,..,..,4.22,7.025063992,112,24.5,..,27.8274,1.539527,0.538,135,140,38.802,20,27.56918,45.65944,21.919,81.743
